date,p,T,Tpot,Tdew,VPmax,VPact,VPdef
1/8/2020 13:50,998.11,5.07,278.38,4.12,8.77,8.2,0.57
1/8/2020 14:00,998.11,5.15,278.46,4.04,8.82,8.16,0.66
1/8/2020 14:10,997.97,5.28,278.61,4.08,8.9,8.18,0.72
1/8/2020 14:20,997.76,5.44,278.78,4.13,9,8.21,0.79
1/8/2020 14:30,997.84,5.51,278.84,4.1,9.04,8.19,0.85
1/8/2020 14:40,997.89,5.57,278.9,4.21,9.08,8.26,0.83
1/8/2020 14:50,997.73,5.7,279.04,4.16,9.16,8.23,0.93
1/8/2020 15:00,997.73,5.92,279.26,4.17,9.31,8.24,1.07
1/8/2020 15:10,997.66,6.18,279.53,4.12,9.48,8.21,1.27
1/8/2020 15:20,997.61,6.43,279.78,4.1,9.64,8.2,1.45
1/8/2020 15:30,997.77,6.48,279.82,4.1,9.67,8.19,1.48
1/8/2020 15:40,997.95,6.43,279.76,4.2,9.64,8.25,1.39
1/8/2020 15:50,998.04,6.34,279.66,4.18,9.58,8.24,1.34
1/8/2020 16:00,998.22,6.16,279.46,4.08,9.46,8.19,1.28
1/8/2020 16:10,998.34,6.22,279.52,4.1,9.5,8.19,1.31
1/8/2020 16:20,998.31,6.07,279.36,4.2,9.4,8.25,1.15
1/8/2020 16:30,998.31,6.06,279.36,4.31,9.4,8.32,1.08
1/8/2020 16:40,998.35,6.05,279.34,4.1,9.39,8.2,1.19
1/8/2020 16:50,998.54,6.01,279.28,3.98,9.36,8.13,1.24
1/8/2020 17:00,998.48,6.03,279.31,3.97,9.38,8.12,1.26
1/8/2020 17:10,998.61,6.01,279.28,4.03,9.36,8.16,1.21
1/8/2020 17:20,998.6,6.01,279.29,4.09,9.37,8.19,1.18
1/8/2020 17:30,998.6,5.98,279.25,4.11,9.35,8.2,1.15
1/8/2020 17:40,998.6,5.95,279.22,4.06,9.33,8.17,1.16
1/8/2020 17:50,998.63,5.86,279.13,3.9,9.27,8.08,1.19
1/8/2020 18:00,998.69,5.91,279.18,3.96,9.3,8.11,1.19
1/8/2020 18:10,998.69,5.88,279.14,3.89,9.28,8.07,1.21
1/8/2020 18:20,998.6,5.83,279.1,3.94,9.25,8.1,1.15
1/8/2020 18:30,998.59,5.88,279.15,3.94,9.28,8.1,1.18
1/8/2020 18:40,998.57,5.79,279.07,3.85,9.23,8.05,1.17
1/8/2020 18:50,998.58,5.76,279.04,3.86,9.21,8.06,1.15
1/8/2020 19:00,998.66,5.96,279.23,4.02,9.33,8.15,1.19
1/8/2020 19:10,998.77,5.99,279.25,3.95,9.35,8.11,1.24
1/8/2020 19:20,998.95,6.03,279.27,3.97,9.38,8.12,1.26
1/8/2020 19:30,998.92,6,279.25,3.91,9.36,8.09,1.27
1/8/2020 19:40,998.84,5.97,279.22,3.96,9.34,8.12,1.22
1/8/2020 19:50,998.92,6.03,279.28,4.01,9.38,8.14,1.24
1/8/2020 20:00,998.98,5.93,279.17,3.92,9.31,8.09,1.22
1/8/2020 20:10,998.88,5.94,279.19,3.96,9.32,8.12,1.2
1/8/2020 20:20,998.9,5.92,279.17,3.88,9.31,8.07,1.24
1/8/2020 20:30,998.95,5.76,279,3.78,9.2,8.01,1.19
1/8/2020 20:40,998.94,5.77,279.01,3.86,9.21,8.06,1.15
1/8/2020 20:50,998.91,5.83,279.07,3.89,9.25,8.07,1.17
1/8/2020 21:00,998.87,5.8,279.05,3.86,9.23,8.06,1.17
1/8/2020 21:10,998.84,5.81,279.07,3.87,9.24,8.06,1.17
1/8/2020 21:20,998.76,5.79,279.05,3.89,9.22,8.07,1.15
1/8/2020 21:30,998.73,5.8,279.06,3.96,9.23,8.11,1.12
1/8/2020 21:40,998.63,5.78,279.04,3.88,9.21,8.07,1.14
1/8/2020 21:50,998.5,5.68,278.96,3.87,9.15,8.06,1.09
1/8/2020 22:00,998.5,5.6,278.88,3.86,9.1,8.06,1.05
1/8/2020 22:10,998.65,5.61,278.87,3.85,9.11,8.05,1.06
1/8/2020 22:20,998.52,5.6,278.88,3.89,9.1,8.08,1.03
1/8/2020 22:30,998.45,5.54,278.83,3.87,9.07,8.06,1.01
1/8/2020 22:40,998.6,5.54,278.81,3.91,9.06,8.08,0.98
1/8/2020 22:50,998.6,5.47,278.74,3.95,9.02,8.11,0.91
1/8/2020 23:00,998.62,5.47,278.74,4,9.02,8.14,0.88
1/8/2020 23:10,998.77,5.45,278.71,4.01,9.01,8.14,0.86
1/8/2020 23:20,998.6,5.37,278.65,4.04,8.96,8.16,0.8
1/8/2020 23:30,998.65,5.29,278.56,4.08,8.91,8.18,0.72
1/8/2020 23:40,998.65,5.27,278.54,4.13,8.9,8.21,0.68
1/8/2020 23:50,998.53,5.27,278.55,4.16,8.9,8.23,0.67
1/9/2020 0:00,998.55,5.27,278.55,4.22,8.9,8.26,0.63
1/9/2020 0:10,998.46,5.21,278.5,4.22,8.86,8.27,0.59
1/9/2020 0:20,998.42,5.19,278.47,4.26,8.84,8.29,0.56
1/9/2020 0:30,998.3,5.13,278.43,4.28,8.81,8.3,0.51
1/9/2020 0:40,998.25,5.07,278.37,4.3,8.77,8.31,0.46
1/9/2020 0:50,998.19,5.07,278.37,4.35,8.77,8.34,0.43
1/9/2020 1:00,998.09,5.01,278.32,4.34,8.74,8.33,0.4
1/9/2020 1:10,998.09,5.07,278.38,4.44,8.77,8.39,0.38
1/9/2020 1:20,998.06,5.07,278.38,4.46,8.77,8.4,0.37
1/9/2020 1:30,998.03,5.08,278.4,4.5,8.78,8.43,0.35
1/9/2020 1:40,998.03,5.12,278.43,4.55,8.8,8.46,0.34
1/9/2020 1:50,997.93,5.11,278.44,4.54,8.8,8.46,0.34
1/9/2020 2:00,997.89,5.07,278.4,4.54,8.77,8.45,0.32
1/9/2020 2:10,997.75,5.13,278.47,4.61,8.81,8.49,0.32
1/9/2020 2:20,997.73,5.14,278.48,4.63,8.81,8.5,0.31
1/9/2020 2:30,997.57,5.14,278.5,4.65,8.82,8.52,0.3
1/9/2020 2:40,997.54,5.19,278.55,4.7,8.85,8.55,0.3
1/9/2020 2:50,997.46,5.2,278.56,4.72,8.85,8.56,0.29
1/9/2020 3:00,997.48,5.2,278.57,4.72,8.85,8.56,0.29
1/9/2020 3:10,997.43,5.22,278.59,4.74,8.87,8.57,0.29
1/9/2020 3:20,997.33,5.3,278.67,4.82,8.91,8.62,0.29
1/9/2020 3:30,997.25,5.28,278.66,4.78,8.9,8.6,0.3
1/9/2020 3:40,997.17,5.27,278.66,4.78,8.9,8.59,0.3
1/9/2020 3:50,997.04,5.28,278.68,4.79,8.9,8.6,0.3
1/9/2020 4:00,996.93,5.21,278.61,4.7,8.85,8.54,0.31
1/9/2020 4:10,996.8,5.25,278.66,4.77,8.88,8.59,0.29
1/9/2020 4:20,996.57,5.25,278.68,4.75,8.88,8.58,0.3
1/9/2020 4:30,996.53,5.22,278.65,4.74,8.86,8.57,0.29
1/9/2020 4:40,996.46,5.27,278.71,4.8,8.9,8.61,0.28
1/9/2020 4:50,996.26,5.23,278.69,4.76,8.87,8.58,0.28
1/9/2020 5:00,996.06,5.22,278.69,4.77,8.86,8.59,0.27
1/9/2020 5:10,995.92,5.21,278.69,4.76,8.86,8.58,0.27
1/9/2020 5:20,995.87,5.25,278.74,4.81,8.88,8.62,0.27
1/9/2020 5:30,995.8,5.27,278.77,4.84,8.9,8.63,0.27
1/9/2020 5:40,995.68,5.36,278.87,4.96,8.95,8.7,0.25
1/9/2020 5:50,995.54,5.45,278.96,5.04,9,8.75,0.25
1/9/2020 6:00,995.37,5.47,279,5.05,9.02,8.76,0.26
1/9/2020 6:10,995.17,5.49,279.03,5.05,9.03,8.76,0.27
1/9/2020 6:20,994.95,5.47,279.03,5.03,9.02,8.75,0.27
1/9/2020 6:30,994.88,5.51,279.08,5.09,9.04,8.78,0.26
1/9/2020 6:40,994.88,5.62,279.19,5.18,9.12,8.84,0.27
1/9/2020 6:50,994.71,5.62,279.2,5.13,9.11,8.81,0.3
1/9/2020 7:00,994.53,5.56,279.16,5.06,9.08,8.77,0.31
1/9/2020 7:10,994.43,5.55,279.15,5.05,9.07,8.76,0.31
1/9/2020 7:20,994.35,5.44,279.05,4.93,9,8.68,0.31
1/9/2020 7:30,994.19,5.46,279.08,4.96,9.01,8.7,0.31
1/9/2020 7:40,994.09,5.54,279.17,5.04,9.06,8.76,0.31
1/9/2020 7:50,993.9,5.57,279.22,5.06,9.08,8.77,0.32
1/9/2020 8:00,993.88,5.63,279.28,5.12,9.12,8.8,0.32
1/9/2020 8:10,993.74,5.59,279.25,5.05,9.09,8.76,0.34
1/9/2020 8:20,993.68,5.57,279.23,5.04,9.08,8.76,0.33
1/9/2020 8:30,993.59,5.75,279.43,5.26,9.2,8.89,0.31
1/9/2020 8:40,993.44,5.85,279.54,5.34,9.26,8.94,0.32
1/9/2020 8:50,993.44,5.85,279.53,5.29,9.26,8.91,0.35
1/9/2020 9:00,993.42,5.71,279.4,5.15,9.17,8.82,0.35
1/9/2020 9:10,993.41,5.84,279.53,5.33,9.26,8.93,0.32
1/9/2020 9:20,993.32,6.01,279.71,5.52,9.37,9.05,0.32
1/9/2020 9:30,993.29,6.16,279.86,5.64,9.47,9.12,0.34
1/9/2020 9:40,993.19,6.21,279.92,5.64,9.5,9.13,0.37
1/9/2020 9:50,993.14,6.25,279.96,5.65,9.52,9.13,0.39
1/9/2020 10:00,993.06,6.48,280.2,5.85,9.68,9.26,0.42
1/9/2020 10:10,992.9,6.62,280.35,5.84,9.77,9.25,0.52
1/9/2020 10:20,992.77,6.74,280.48,5.83,9.85,9.25,0.6
1/9/2020 10:30,992.63,6.69,280.44,5.78,9.82,9.22,0.6
1/9/2020 10:40,992.51,6.72,280.49,5.86,9.84,9.27,0.57
1/9/2020 10:50,992.44,6.8,280.57,5.91,9.89,9.3,0.59
1/9/2020 11:00,992.34,6.85,280.63,5.97,9.92,9.34,0.59
1/9/2020 11:10,992.15,6.88,280.67,5.99,9.94,9.36,0.59
1/9/2020 11:20,992.02,6.94,280.74,6.09,9.98,9.42,0.57
1/9/2020 11:30,991.84,7.02,280.84,6.2,10.04,9.49,0.55
1/9/2020 11:40,991.71,7.15,280.98,6.27,10.13,9.53,0.6
1/9/2020 11:50,991.59,7.3,281.14,6.32,10.24,9.57,0.67
1/9/2020 12:00,991.53,7.42,281.26,6.37,10.32,9.6,0.72
1/9/2020 12:10,991.33,7.48,281.34,6.38,10.36,9.61,0.76
1/9/2020 12:20,991.16,7.6,281.47,6.45,10.45,9.65,0.79
1/9/2020 12:30,990.9,7.71,281.61,6.5,10.53,9.69,0.84
1/9/2020 12:40,990.67,7.74,281.65,6.54,10.55,9.72,0.83
1/9/2020 12:50,990.48,7.8,281.73,6.63,10.59,9.78,0.82
1/9/2020 13:00,990.21,7.86,281.81,6.69,10.64,9.82,0.82
1/9/2020 13:10,990.02,7.85,281.82,6.71,10.63,9.83,0.8
1/9/2020 13:20,989.98,7.96,281.93,6.82,10.71,9.91,0.8
1/9/2020 13:30,989.92,8.14,282.12,6.94,10.84,9.98,0.86
1/9/2020 13:40,989.79,8.37,282.36,7.12,11.01,10.11,0.9
1/9/2020 13:50,989.55,8.89,282.9,7.47,11.41,10.36,1.05
1/9/2020 14:00,989.36,9.57,283.6,7.83,11.94,10.62,1.33
1/9/2020 14:10,989.21,9.89,283.93,7.95,12.2,10.7,1.5
1/9/2020 14:20,989.23,10.07,284.11,7.96,12.35,10.71,1.64
1/9/2020 14:30,989.24,10.17,284.21,7.97,12.43,10.72,1.72
1/9/2020 14:40,989.18,10.23,284.27,7.95,12.48,10.7,1.79
1/9/2020 14:50,989.17,10.27,284.31,7.93,12.52,10.69,1.83
1/9/2020 15:00,989.12,10.28,284.33,7.86,12.53,10.64,1.89
1/9/2020 15:10,988.98,10.18,284.24,7.8,12.44,10.59,1.85
1/9/2020 15:20,988.97,10.25,284.31,7.79,12.5,10.59,1.91
1/9/2020 15:30,989,10.23,284.29,7.79,12.48,10.59,1.9
1/9/2020 15:40,989.01,10.21,284.27,7.79,12.47,10.59,1.88
1/9/2020 15:50,988.99,10.22,284.28,7.75,12.48,10.56,1.92
1/9/2020 16:00,988.95,10.25,284.31,7.71,12.5,10.53,1.98
1/9/2020 16:10,988.96,10.21,284.27,7.69,12.47,10.51,1.96
1/9/2020 16:20,988.93,10.14,284.2,7.65,12.41,10.49,1.92
1/9/2020 16:30,988.81,10.09,284.16,7.62,12.37,10.46,1.9
1/9/2020 16:40,988.76,10.08,284.16,7.59,12.36,10.44,1.92
1/9/2020 16:50,988.7,10.06,284.14,7.61,12.34,10.45,1.89
1/9/2020 17:00,988.63,10.06,284.15,7.63,12.34,10.47,1.88
1/9/2020 17:10,988.58,10.01,284.1,7.58,12.3,10.43,1.87
1/9/2020 17:20,988.51,9.82,283.92,7.53,12.15,10.4,1.75
1/9/2020 17:30,988.5,9.77,283.87,7.51,12.11,10.39,1.72
1/9/2020 17:40,988.47,9.72,283.82,7.45,12.06,10.34,1.73
1/9/2020 17:50,988.38,9.68,283.79,7.41,12.03,10.31,1.72
1/9/2020 18:00,988.39,9.68,283.79,7.44,12.03,10.34,1.7
1/9/2020 18:10,988.3,9.66,283.77,7.44,12.02,10.33,1.68
1/9/2020 18:20,988.29,9.72,283.83,7.53,12.06,10.4,1.66
1/9/2020 18:30,988.27,9.73,283.85,7.54,12.07,10.41,1.67
1/9/2020 18:40,988.22,9.74,283.86,7.55,12.08,10.41,1.67
1/9/2020 18:50,988.07,9.72,283.85,7.53,12.06,10.4,1.66
1/9/2020 19:00,988,9.68,283.82,7.56,12.03,10.42,1.61
1/9/2020 19:10,988.09,9.67,283.8,7.6,12.02,10.45,1.58
1/9/2020 19:20,988.02,9.65,283.79,7.61,12.01,10.46,1.55
1/9/2020 19:30,987.95,9.56,283.7,7.64,11.94,10.48,1.46
1/9/2020 19:40,987.93,9.45,283.59,7.68,11.85,10.51,1.34
1/9/2020 19:50,987.9,9.4,283.55,7.75,11.81,10.56,1.25
1/9/2020 20:00,987.84,9.32,283.47,7.78,11.74,10.58,1.16
1/9/2020 20:10,987.75,9.24,283.4,7.85,11.68,10.63,1.05
1/9/2020 20:20,987.63,9.27,283.44,7.86,11.7,10.64,1.07
1/9/2020 20:30,987.62,9.28,283.45,7.89,11.71,10.66,1.05
1/9/2020 20:40,987.54,9.34,283.51,7.87,11.76,10.64,1.12
1/9/2020 20:50,987.52,9.34,283.52,7.84,11.76,10.62,1.14
1/9/2020 21:00,987.53,9.33,283.51,7.79,11.75,10.59,1.16
1/9/2020 21:10,987.49,9.26,283.44,7.82,11.7,10.61,1.09
1/9/2020 21:20,987.41,9.37,283.56,7.93,11.78,10.69,1.1
1/9/2020 21:30,987.29,9.57,283.77,8,11.94,10.74,1.21
1/9/2020 21:40,987.21,9.76,283.96,8.07,12.1,10.79,1.31
1/9/2020 21:50,987.18,9.94,284.15,8.12,12.24,10.82,1.42
1/9/2020 22:00,987.17,10.04,284.25,8.15,12.33,10.85,1.48
1/9/2020 22:10,987.16,10.1,284.31,8.16,12.38,10.85,1.52
1/9/2020 22:20,987.16,9.94,284.15,8.12,12.24,10.82,1.42
1/9/2020 22:30,987.09,9.7,283.91,8.11,12.05,10.82,1.23
1/9/2020 22:40,986.99,9.59,283.81,8.13,11.96,10.84,1.12
1/9/2020 22:50,986.95,9.66,283.88,8.17,12.02,10.86,1.15
1/9/2020 23:00,986.92,9.76,283.99,8.19,12.1,10.88,1.22
1/9/2020 23:10,986.9,9.86,284.09,8.1,12.18,10.81,1.36
1/9/2020 23:20,986.91,9.97,284.2,7.98,12.27,10.72,1.55
1/9/2020 23:30,986.88,10.03,284.26,7.99,12.32,10.73,1.59
1/9/2020 23:40,986.79,10.04,284.28,7.98,12.33,10.72,1.6
1/9/2020 23:50,986.72,10.01,284.25,7.97,12.3,10.72,1.59
1/10/2020 0:00,986.72,10.03,284.27,7.95,12.32,10.7,1.61
1/10/2020 0:10,986.68,10.08,284.33,7.88,12.36,10.65,1.71
1/10/2020 0:20,986.61,10.02,284.27,7.81,12.31,10.6,1.71
1/10/2020 0:30,986.62,10.03,284.28,7.73,12.32,10.54,1.77
1/10/2020 0:40,986.58,9.99,284.25,7.66,12.29,10.49,1.79
1/10/2020 0:50,986.5,10.03,284.29,7.53,12.32,10.4,1.92
1/10/2020 1:00,986.58,9.86,284.12,7.55,12.18,10.41,1.77
1/10/2020 1:10,986.59,9.94,284.2,7.47,12.24,10.36,1.89
1/10/2020 1:20,986.55,10.02,284.28,7.52,12.31,10.39,1.92
1/10/2020 1:30,986.44,9.94,284.21,7.47,12.24,10.36,1.89
1/10/2020 1:40,986.4,9.57,283.84,7.47,11.94,10.36,1.59
1/10/2020 1:50,986.38,9.41,283.68,7.46,11.82,10.35,1.47
1/10/2020 2:00,986.28,9.35,283.63,7.47,11.77,10.36,1.41
1/10/2020 2:10,986.24,9.47,283.75,7.45,11.86,10.34,1.52
1/10/2020 2:20,986.21,9.45,283.73,7.42,11.85,10.32,1.53
1/10/2020 2:30,986.42,9.67,283.94,7.26,12.02,10.21,1.82
1/10/2020 2:40,986.43,10.14,284.41,6.96,12.41,10,2.41
1/10/2020 2:50,986.3,10.32,284.6,6.76,12.56,9.86,2.7
1/10/2020 3:00,986.56,10.39,284.65,6.64,12.62,9.78,2.84
1/10/2020 3:10,986.6,10.3,284.56,6.59,12.54,9.75,2.8
1/10/2020 3:20,986.45,10.17,284.44,6.52,12.43,9.7,2.74
1/10/2020 3:30,986.37,10.12,284.39,6.38,12.39,9.6,2.79
1/10/2020 3:40,986.47,10.19,284.46,6.27,12.45,9.54,2.91
1/10/2020 3:50,986.59,10.22,284.48,6.17,12.48,9.47,3.01
1/10/2020 4:00,986.72,10.21,284.46,6.12,12.47,9.44,3.03
1/10/2020 4:10,986.89,10.14,284.37,6.19,12.41,9.48,2.93
1/10/2020 4:20,986.96,9.87,284.09,6.34,12.19,9.58,2.61
1/10/2020 4:30,987.02,9.69,283.91,6.4,12.04,9.62,2.42
1/10/2020 4:40,986.93,9.46,283.69,6.39,11.86,9.61,2.24
1/10/2020 4:50,986.99,9.27,283.49,6.38,11.7,9.61,2.1
1/10/2020 5:00,986.99,9.09,283.31,6.43,11.56,9.64,1.92
1/10/2020 5:10,987,8.95,283.17,6.45,11.45,9.66,1.8
1/10/2020 5:20,987.01,8.98,283.2,6.34,11.48,9.58,1.89
1/10/2020 5:30,987.1,8.97,283.18,6.3,11.47,9.55,1.92
1/10/2020 5:40,987.19,8.84,283.04,6.34,11.37,9.58,1.78
1/10/2020 5:50,987.21,8.78,282.98,6.3,11.32,9.56,1.77
1/10/2020 6:00,987.19,8.75,282.95,6.29,11.3,9.55,1.75
1/10/2020 6:10,987.31,8.82,283.01,6.15,11.35,9.46,1.9
1/10/2020 6:20,987.33,8.87,283.06,6.04,11.39,9.39,2.01
1/10/2020 6:30,987.57,8.84,283.01,5.96,11.37,9.33,2.04
1/10/2020 6:40,987.6,8.9,283.07,5.86,11.42,9.27,2.15
1/10/2020 6:50,987.72,8.93,283.09,5.8,11.44,9.23,2.21
1/10/2020 7:00,987.86,8.88,283.03,5.75,11.4,9.2,2.2
1/10/2020 7:10,987.92,8.88,283.02,5.75,11.4,9.2,2.2
1/10/2020 7:20,987.91,8.88,283.02,5.72,11.4,9.18,2.22
1/10/2020 7:30,988.02,8.84,282.97,5.71,11.37,9.17,2.19
1/10/2020 7:40,988.22,8.75,282.87,5.7,11.3,9.16,2.14
1/10/2020 7:50,988.3,8.74,282.85,5.69,11.29,9.16,2.13
1/10/2020 8:00,988.38,8.75,282.85,5.68,11.3,9.15,2.15
1/10/2020 8:10,988.58,8.91,283,5.6,11.42,9.1,2.32
1/10/2020 8:20,988.9,8.89,282.95,5.58,11.41,9.09,2.32
1/10/2020 8:30,989.09,8.83,282.88,5.58,11.36,9.09,2.27
1/10/2020 8:40,989.27,8.79,282.82,5.54,11.33,9.06,2.27
1/10/2020 8:50,989.28,8.76,282.79,5.46,11.31,9.01,2.3
1/10/2020 9:00,989.28,8.73,282.76,5.34,11.28,8.94,2.35
1/10/2020 9:10,989.36,8.62,282.64,5.29,11.2,8.9,2.3
1/10/2020 9:20,989.46,8.72,282.74,5.11,11.28,8.8,2.48
1/10/2020 9:30,989.67,8.76,282.76,4.95,11.31,8.7,2.61
1/10/2020 9:40,989.93,8.82,282.8,4.8,11.35,8.61,2.75
1/10/2020 9:50,990.02,8.87,282.84,4.75,11.39,8.58,2.81
1/10/2020 10:00,989.97,8.88,282.85,4.74,11.4,8.57,2.83
1/10/2020 10:10,989.99,8.94,282.91,4.7,11.45,8.55,2.9
1/10/2020 10:20,989.99,9.03,283,4.52,11.52,8.44,3.07
1/10/2020 10:30,990.12,9.14,283.1,4.43,11.6,8.39,3.21
1/10/2020 10:40,990.31,9.19,283.14,4.48,11.64,8.42,3.22
1/10/2020 10:50,990.39,9.27,283.21,4.42,11.7,8.38,3.32
1/10/2020 11:00,990.4,9.27,283.21,4.38,11.7,8.36,3.35
1/10/2020 11:10,990.44,9.21,283.15,4.46,11.66,8.4,3.25
1/10/2020 11:20,990.43,9.23,283.17,4.5,11.67,8.43,3.25
1/10/2020 11:30,990.42,9.27,283.21,4.68,11.7,8.53,3.17
1/10/2020 11:40,990.5,9.21,283.14,4.73,11.66,8.57,3.09
1/10/2020 11:50,990.66,9.15,283.07,4.79,11.61,8.6,3.01
1/10/2020 12:00,990.75,9.08,282.99,4.84,11.56,8.63,2.92
1/10/2020 12:10,990.71,9.01,282.92,4.89,11.5,8.66,2.84
1/10/2020 12:20,990.65,8.9,282.82,4.99,11.42,8.72,2.69
1/10/2020 12:30,990.6,8.88,282.8,5.02,11.4,8.74,2.66
1/10/2020 12:40,990.5,8.93,282.86,5.09,11.44,8.78,2.65
1/10/2020 12:50,990.45,8.94,282.88,5.1,11.45,8.79,2.66
1/10/2020 13:00,990.4,8.94,282.88,5.06,11.45,8.77,2.68
1/10/2020 13:10,990.4,9,282.94,5.03,11.49,8.75,2.75
1/10/2020 13:20,990.33,9.01,282.96,4.89,11.5,8.66,2.84
1/10/2020 13:30,990.36,8.98,282.92,4.9,11.48,8.67,2.81
1/10/2020 13:40,990.37,8.99,282.93,4.85,11.49,8.64,2.85
1/10/2020 13:50,990.37,9.01,282.95,4.81,11.5,8.61,2.89
1/10/2020 14:00,990.47,9.07,283,4.79,11.55,8.6,2.94
1/10/2020 14:10,990.53,9.1,283.03,4.71,11.57,8.55,3.02
1/10/2020 14:20,990.6,9.08,283,4.69,11.56,8.54,3.02
1/10/2020 14:30,990.73,9.08,282.99,4.65,11.56,8.52,3.04
1/10/2020 14:40,990.83,9.11,283.01,4.62,11.58,8.5,3.08
1/10/2020 14:50,990.86,9.14,283.04,4.59,11.6,8.48,3.12
1/10/2020 15:00,990.97,9.14,283.03,4.55,11.6,8.46,3.14
1/10/2020 15:10,991.08,9.13,283.01,4.56,11.59,8.46,3.13
1/10/2020 15:20,991.16,9.08,282.96,4.55,11.56,8.46,3.1
1/10/2020 15:30,991.28,9.07,282.94,4.58,11.55,8.48,3.07
1/10/2020 15:40,991.45,9.02,282.87,4.59,11.51,8.48,3.03
1/10/2020 15:50,991.51,8.98,282.83,4.59,11.48,8.48,3
1/10/2020 16:00,991.46,8.9,282.75,4.59,11.42,8.48,2.93
1/10/2020 16:10,991.37,8.88,282.74,4.63,11.4,8.5,2.9
1/10/2020 16:20,991.38,8.82,282.68,4.61,11.35,8.49,2.86
1/10/2020 16:30,991.49,8.71,282.56,4.6,11.27,8.49,2.78
1/10/2020 16:40,991.64,8.67,282.51,4.63,11.24,8.51,2.73
1/10/2020 16:50,991.77,8.67,282.5,4.71,11.24,8.55,2.69
1/10/2020 17:00,991.98,8.64,282.45,4.75,11.22,8.58,2.64
1/10/2020 17:10,992.24,8.58,282.37,4.81,11.17,8.61,2.56
1/10/2020 17:20,992.7,8.37,282.12,5.02,11.01,8.74,2.27
1/10/2020 17:30,992.8,7.67,281.41,4.99,10.5,8.72,1.77
1/10/2020 17:40,992.93,7.23,280.96,4.61,10.19,8.5,1.69
1/10/2020 17:50,993.09,6.96,280.67,4.63,10,8.51,1.49
1/10/2020 18:00,993.23,6.86,280.56,4.64,9.93,8.51,1.42
1/10/2020 18:10,993.31,6.78,280.48,4.53,9.88,8.44,1.43
1/10/2020 18:20,993.56,6.67,280.35,4.44,9.8,8.39,1.41
1/10/2020 18:30,993.76,6.62,280.28,4.35,9.77,8.34,1.43
1/10/2020 18:40,994.08,6.63,280.27,4.33,9.78,8.33,1.45
1/10/2020 18:50,994.33,6.73,280.35,4.3,9.84,8.31,1.54
1/10/2020 19:00,994.61,6.72,280.31,4.28,9.83,8.3,1.53
1/10/2020 19:10,994.74,6.73,280.31,4.39,9.84,8.36,1.48
1/10/2020 19:20,994.97,6.83,280.4,4.38,9.91,8.36,1.56
1/10/2020 19:30,995.08,6.85,280.41,4.29,9.93,8.31,1.62
1/10/2020 19:40,995.29,6.82,280.36,4.24,9.9,8.28,1.62
1/10/2020 19:50,995.45,6.83,280.35,4.27,9.91,8.29,1.62
1/10/2020 20:00,995.6,6.81,280.32,4.28,9.89,8.3,1.59
1/10/2020 20:10,995.83,6.78,280.27,4.21,9.88,8.26,1.62
1/10/2020 20:20,995.94,6.71,280.19,4.19,9.83,8.25,1.58
1/10/2020 20:30,996.13,6.72,280.19,4.13,9.84,8.21,1.62
1/10/2020 20:40,996.41,6.7,280.14,4.09,9.82,8.19,1.63
1/10/2020 20:50,996.6,6.28,279.71,3.5,9.54,7.85,1.69
1/10/2020 21:00,996.65,6,279.43,2.61,9.36,7.37,1.98
1/10/2020 21:10,996.79,5.78,279.2,2.38,9.22,7.25,1.96
1/10/2020 21:20,997.05,5.53,278.93,2.19,9.06,7.16,1.9
1/10/2020 21:30,997.17,5.37,278.75,2.17,8.96,7.15,1.81
1/10/2020 21:40,997.33,5.23,278.6,2.42,8.87,7.27,1.6
1/10/2020 21:50,997.6,5.12,278.47,2.4,8.8,7.26,1.54
1/10/2020 22:00,997.88,5.02,278.35,2.3,8.74,7.21,1.53
1/10/2020 22:10,998.2,5,278.31,2.27,8.73,7.19,1.54
1/10/2020 22:20,998.38,5.02,278.31,2.26,8.74,7.19,1.55
1/10/2020 22:30,998.48,5.02,278.3,2.13,8.74,7.12,1.62
1/10/2020 22:40,998.69,5.09,278.35,1.87,8.78,6.99,1.79
1/10/2020 22:50,999.03,5.06,278.3,1.9,8.77,7.01,1.76
1/10/2020 23:00,999.36,4.72,277.93,2.02,8.56,7.07,1.49
1/10/2020 23:10,999.58,4.38,277.57,2.04,8.36,7.08,1.28
1/10/2020 23:20,999.87,4.33,277.5,1.94,8.33,7.03,1.3
1/10/2020 23:30,1000.01,4.25,277.41,1.48,8.28,6.8,1.48
1/10/2020 23:40,1000.23,4.13,277.27,0.88,8.21,6.51,1.7
1/10/2020 23:50,1000.45,4.09,277.22,0.7,8.19,6.43,1.76
1/11/2020 0:00,1000.6,4.15,277.26,0.62,8.22,6.39,1.83
1/11/2020 0:10,1000.67,4.14,277.25,0.45,8.22,6.31,1.91
1/11/2020 0:20,1000.78,4.25,277.35,0.12,8.28,6.16,2.12
1/11/2020 0:30,1001.01,4.42,277.5,0,8.38,6.11,2.27
1/11/2020 0:40,1001.13,4.48,277.55,0.11,8.41,6.16,2.25
1/11/2020 0:50,1001.29,4.43,277.49,0.28,8.39,6.23,2.16
1/11/2020 1:00,1001.45,4.36,277.41,0.27,8.35,6.23,2.12
1/11/2020 1:10,1001.54,4.33,277.37,0.36,8.33,6.27,2.06
1/11/2020 1:20,1001.58,4.27,277.3,0.43,8.29,6.3,1.99
1/11/2020 1:30,1001.68,4.27,277.3,0.43,8.29,6.3,1.99
